order_id,customer_id,item_id,plant,order_date,requested_ship_date,promised_ship_date,order_priority,order_qty,current_available_qty,historical_lead_time_days,supplier_reliability_score,num_open_orders_customer,past_due_invoices_flag,weekday_ordered,month_ordered,late_flag
O102551,C0246,ITEM0146,PLANT_A,2024-04-27,2024-05-05,2024-05-04,3,350,440,7.1,0.91,10,0,5,4,0
O102552,C0250,ITEM0133,PLANT_B,2024-03-20,2024-03-29,2024-03-26,2,282,490,6.3,0.99,15,0,2,3,0
O102553,C0353,ITEM0043,PLANT_A,2024-03-11,2024-03-15,2024-03-15,2,448,656,3.9,1.0,2,1,0,3,0
O102554,C0310,ITEM0132,PLANT_C,2024-12-24,2024-12-29,2024-12-29,3,200,9,4.5,0.8,17,1,1,12,1
O102555,C0040,ITEM0132,PLANT_A,2024-02-07,2024-02-14,2024-02-14,3,118,114,7.5,0.85,15,0,2,2,1
O102556,C0405,ITEM0039,PLANT_A,2024-10-18,2024-10-28,2024-10-27,3,199,422,8.8,0.97,19,1,4,10,1
O102557,C0380,ITEM0150,PLANT_A,2024-11-12,2024-11-19,2024-11-19,3,331,605,7.0,0.96,2,1,1,11,1
O102558,C0053,ITEM0085,PLANT_B,2024-01-12,2024-01-26,2024-01-25,3,215,62,12.5,0.85,4,0,4,1,1
O102559,C0481,ITEM0012,PLANT_C,2024-08-03,2024-08-07,2024-08-08,1,445,628,5.2,0.86,5,1,5,8,1
O102560,C0331,ITEM0079,PLANT_C,2024-07-29,2024-08-05,2024-08-06,2,78,0,7.9,0.91,8,0,0,7,0
O102561,C0043,ITEM0154,PLANT_A,2024-05-10,2024-05-19,2024-05-20,3,154,356,9.6,0.75,16,1,4,5,1
O102562,C0246,ITEM0140,PLANT_C,2024-08-31,2024-09-12,2024-09-09,2,491,514,9.1,0.94,15,0,5,8,0
O102563,C0419,ITEM0054,PLANT_A,2024-05-29,2024-06-06,2024-06-06,1,399,255,8.3,0.99,14,0,2,5,0
O102564,C0140,ITEM0152,PLANT_B,2024-06-09,2024-06-17,2024-06-18,2,39,0,9.1,0.87,8,0,6,6,0
O102565,C0467,ITEM0078,PLANT_C,2024-06-06,2024-06-10,2024-06-13,2,470,740,7.1,0.79,2,0,3,6,1
O102566,C0210,ITEM0093,PLANT_A,2024-10-19,2024-10-28,2024-10-29,3,213,396,10.3,1.0,14,0,5,10,1
O102567,C0114,ITEM0018,PLANT_C,2024-08-19,2024-08-29,2024-08-29,3,322,139,9.6,0.92,2,1,0,8,1
O102568,C0179,ITEM0200,PLANT_A,2024-05-18,2024-05-24,2024-05-23,1,9,283,5.3,0.96,4,1,5,5,1
O102569,C0263,ITEM0168,PLANT_A,2024-12-04,2024-12-11,2024-12-12,2,82,303,7.6,0.79,8,0,2,12,1
O102570,C0345,ITEM0039,PLANT_B,2024-10-19,2024-10-22,2024-10-23,1,349,421,3.9,0.79,15,0,5,10,1
O102571,C0464,ITEM0113,PLANT_C,2024-12-06,2024-12-19,2024-12-16,3,131,0,10.0,0.93,12,0,4,12,1
O102572,C0098,ITEM0157,PLANT_A,2024-09-23,2024-10-04,2024-09-30,1,59,76,7.4,0.98,2,0,0,9,0
O102573,C0481,ITEM0101,PLANT_C,2024-05-22,2024-06-02,2024-06-01,2,340,221,9.7,0.81,5,0,2,5,0
O102574,C0264,ITEM0043,PLANT_A,2024-10-09,2024-10-18,2024-10-16,2,109,91,6.8,0.89,17,0,2,10,0
O102575,C0064,ITEM0194,PLANT_B,2024-04-30,2024-05-06,2024-05-03,2,433,390,3.3,0.77,12,0,1,4,1
O102576,C0464,ITEM0054,PLANT_B,2024-04-08,2024-04-24,2024-04-20,2,90,246,12.3,0.84,13,0,0,4,0
O102577,C0175,ITEM0067,PLANT_A,2024-06-13,2024-06-20,2024-06-20,3,12,180,7.3,0.88,7,0,3,6,1
O102578,C0311,ITEM0075,PLANT_B,2024-12-19,2024-12-23,2024-12-24,2,195,81,5.0,0.94,16,1,3,12,0
O102579,C0350,ITEM0179,PLANT_B,2024-07-26,2024-08-07,2024-08-04,1,163,412,9.3,0.73,12,1,4,7,1
O102580,C0007,ITEM0101,PLANT_B,2024-05-20,2024-05-30,2024-05-31,2,319,454,11.1,1.0,2,1,0,5,1
O102581,C0111,ITEM0144,PLANT_A,2024-06-17,2024-06-22,2024-06-24,2,117,250,6.6,0.89,14,0,0,6,0
O102582,C0344,ITEM0181,PLANT_A,2024-04-16,2024-04-21,2024-04-23,2,490,678,6.8,1.0,6,0,1,4,0
O102583,C0163,ITEM0186,PLANT_C,2024-08-28,2024-09-04,2024-09-04,3,211,374,7.5,0.96,17,0,2,8,1
O102584,C0005,ITEM0172,PLANT_B,2024-05-07,2024-05-09,2024-05-12,2,354,548,4.8,0.97,13,1,1,5,0
O102585,C0012,ITEM0182,PLANT_C,2024-07-21,2024-07-24,2024-07-27,3,384,328,5.6,1.0,4,0,6,7,1
O102586,C0414,ITEM0190,PLANT_B,2024-05-14,2024-05-24,2024-05-25,1,442,585,10.6,0.84,1,1,1,5,1
O102587,C0077,ITEM0199,PLANT_C,2024-04-27,2024-05-02,2024-05-04,3,251,538,6.7,0.91,2,0,5,4,1
O102588,C0051,ITEM0129,PLANT_A,2024-12-20,2024-12-27,2024-12-25,1,114,291,5.3,0.82,5,1,4,12,0
O102589,C0282,ITEM0027,PLANT_A,2024-05-06,2024-05-12,2024-05-12,2,259,262,6.1,0.89,3,1,0,5,1
O102590,C0060,ITEM0023,PLANT_B,2024-01-26,2024-02-05,2024-02-04,2,213,329,9.1,0.96,13,0,4,1,0
O102591,C0327,ITEM0160,PLANT_A,2024-05-18,2024-05-22,2024-05-21,2,304,560,3.0,0.99,4,0,5,5,1
O102592,C0273,ITEM0064,PLANT_A,2024-07-13,2024-07-20,2024-07-21,2,118,245,7.5,0.87,9,0,5,7,1
O102593,C0325,ITEM0161,PLANT_B,2024-02-04,2024-02-17,2024-02-16,3,258,447,11.9,0.8,7,0,6,2,1
O102594,C0246,ITEM0187,PLANT_C,2024-04-21,2024-05-03,2024-05-02,2,478,722,11.1,0.91,13,0,6,4,0
O102595,C0390,ITEM0129,PLANT_B,2024-03-01,2024-03-09,2024-03-09,3,344,327,8.1,0.83,1,0,4,3,1
O102596,C0323,ITEM0153,PLANT_A,2024-07-01,2024-07-08,2024-07-11,3,478,445,9.6,0.85,8,0,0,7,1
O102597,C0208,ITEM0056,PLANT_C,2024-09-20,2024-09-30,2024-09-30,2,54,25,9.6,0.95,16,1,4,9,1
O102598,C0008,ITEM0087,PLANT_A,2024-12-19,2024-12-24,2024-12-26,3,327,311,6.7,0.94,5,0,3,12,0
O102599,C0137,ITEM0194,PLANT_A,2024-05-22,2024-05-31,2024-05-31,2,12,151,8.8,0.97,17,1,2,5,0
O102600,C0066,ITEM0164,PLANT_C,2024-11-11,2024-11-22,2024-11-22,2,102,144,10.6,0.87,4,0,0,11,0
O102601,C0008,ITEM0041,PLANT_B,2024-03-19,2024-03-21,2024-03-23,2,413,683,4.5,0.98,14,1,1,3,0
O102602,C0137,ITEM0188,PLANT_C,2024-10-11,2024-10-20,2024-10-19,3,51,194,8.2,0.9,6,0,4,10,1
O102603,C0104,ITEM0100,PLANT_C,2024-07-24,2024-08-01,2024-08-01,1,239,375,7.7,0.88,7,0,2,7,0
O102604,C0039,ITEM0169,PLANT_B,2024-10-03,2024-10-10,2024-10-10,2,35,310,7.2,0.81,10,1,3,10,0
O102605,C0157,ITEM0105,PLANT_A,2024-10-02,2024-10-09,2024-10-09,2,149,377,7.0,0.73,14,0,2,10,1
O102606,C0254,ITEM0121,PLANT_A,2024-07-13,2024-07-19,2024-07-20,2,62,0,7.5,0.77,11,1,5,7,1
O102607,C0090,ITEM0033,PLANT_C,2024-04-03,2024-04-12,2024-04-11,2,227,510,7.6,0.92,11,0,2,4,1
O102608,C0137,ITEM0068,PLANT_C,2024-07-11,2024-07-19,2024-07-20,2,321,561,9.2,0.83,6,0,3,7,0
O102609,C0011,ITEM0145,PLANT_A,2024-10-28,2024-11-03,2024-11-05,3,325,290,8.0,0.77,13,0,0,10,1
O102610,C0026,ITEM0169,PLANT_A,2024-12-20,2024-12-28,2024-12-27,2,466,383,6.6,0.87,2,0,4,12,1
O102611,C0079,ITEM0018,PLANT_A,2024-12-04,2024-12-11,2024-12-09,2,61,130,5.3,0.92,2,0,2,12,0
O102612,C0227,ITEM0016,PLANT_A,2024-03-07,2024-03-14,2024-03-13,3,200,499,6.1,0.93,4,0,3,3,0
O102613,C0334,ITEM0139,PLANT_C,2024-08-06,2024-08-13,2024-08-14,3,262,366,7.5,0.9,17,1,1,8,1
O102614,C0395,ITEM0090,PLANT_A,2024-02-08,2024-02-11,2024-02-14,1,43,132,5.6,0.9,12,0,3,2,1
O102615,C0315,ITEM0170,PLANT_A,2024-09-01,2024-09-12,2024-09-10,2,56,0,8.9,0.86,7,0,6,9,0
O102616,C0309,ITEM0014,PLANT_C,2024-12-28,2025-01-02,2025-01-05,1,155,403,7.9,0.95,12,0,5,12,0
O102617,C0468,ITEM0070,PLANT_B,2024-01-20,2024-01-30,2024-01-29,3,429,627,9.3,0.89,6,0,5,1,0
O102618,C0128,ITEM0008,PLANT_A,2024-08-27,2024-09-05,2024-09-02,2,293,121,5.7,0.89,14,0,1,8,1
O102619,C0400,ITEM0142,PLANT_A,2024-12-11,2024-12-17,2024-12-16,2,281,211,5.3,0.98,8,0,2,12,0
O102620,C0469,ITEM0172,PLANT_A,2024-11-05,2024-11-15,2024-11-14,2,275,515,9.3,0.96,12,1,1,11,0
O102621,C0284,ITEM0032,PLANT_A,2024-05-23,2024-05-31,2024-05-30,2,405,558,7.3,0.89,5,0,3,5,0
O102622,C0421,ITEM0065,PLANT_A,2024-02-07,2024-02-14,2024-02-14,1,272,273,6.6,0.87,1,0,2,2,0
O102623,C0069,ITEM0170,PLANT_A,2024-12-03,2024-12-15,2024-12-11,3,360,421,8.4,0.87,19,1,1,12,1
O102624,C0440,ITEM0009,PLANT_A,2024-12-02,2024-12-09,2024-12-10,2,155,18,8.3,0.74,13,1,0,12,1
O102625,C0283,ITEM0191,PLANT_A,2024-07-30,2024-08-02,2024-08-03,2,407,625,4.5,0.99,13,0,1,7,1
O102626,C0111,ITEM0178,PLANT_A,2024-12-23,2025-01-01,2025-01-02,3,17,132,9.8,0.85,12,1,0,12,0
O102627,C0031,ITEM0031,PLANT_C,2024-01-02,2024-01-11,2024-01-08,1,171,226,6.2,0.97,18,0,1,1,1
O102628,C0360,ITEM0028,PLANT_A,2024-08-13,2024-08-23,2024-08-23,1,125,230,10.4,0.9,1,1,1,8,1
O102629,C0216,ITEM0139,PLANT_A,2024-01-15,2024-01-20,2024-01-19,2,70,163,4.3,1.0,19,0,0,1,0
O102630,C0156,ITEM0003,PLANT_C,2024-12-07,2024-12-16,2024-12-15,3,268,285,7.6,0.94,9,0,5,12,1
O102631,C0196,ITEM0102,PLANT_A,2024-09-05,2024-09-13,2024-09-12,1,445,335,6.6,0.97,12,0,3,9,0
O102632,C0496,ITEM0014,PLANT_A,2024-11-29,2024-12-04,2024-12-02,3,82,122,3.0,0.85,18,0,4,11,1
O102633,C0214,ITEM0107,PLANT_C,2024-07-24,2024-08-03,2024-08-01,2,442,646,8.3,0.8,16,0,2,7,0
O102634,C0040,ITEM0071,PLANT_B,2024-01-31,2024-02-04,2024-02-03,2,428,254,3.2,0.91,7,0,2,1,0
O102635,C0140,ITEM0142,PLANT_A,2024-01-10,2024-01-16,2024-01-16,2,441,442,6.4,0.75,18,1,2,1,1
O102636,C0073,ITEM0177,PLANT_B,2024-05-02,2024-05-11,2024-05-11,1,4,214,9.2,0.86,2,0,3,5,0
O102637,C0343,ITEM0098,PLANT_B,2024-09-28,2024-10-03,2024-10-04,2,494,583,5.9,0.8,3,0,5,9,0
O102638,C0401,ITEM0129,PLANT_A,2024-02-25,2024-03-05,2024-03-01,3,214,26,5.2,0.83,5,0,6,2,1
O102639,C0421,ITEM0121,PLANT_A,2024-11-07,2024-11-15,2024-11-16,2,298,521,8.6,0.95,6,1,3,11,1
O102640,C0317,ITEM0197,PLANT_A,2024-03-28,2024-04-04,2024-04-04,2,153,0,6.5,0.94,13,0,3,3,1
O102641,C0385,ITEM0047,PLANT_C,2024-06-30,2024-07-04,2024-07-06,3,256,295,6.2,0.89,8,0,6,6,0
O102642,C0209,ITEM0048,PLANT_A,2024-03-15,2024-03-25,2024-03-25,1,275,132,9.5,0.93,17,0,4,3,0
O102643,C0314,ITEM0076,PLANT_A,2024-06-19,2024-06-23,2024-06-24,2,398,335,4.7,0.86,12,0,2,6,1
O102644,C0054,ITEM0148,PLANT_B,2024-06-14,2024-06-21,2024-06-20,2,171,167,6.1,1.0,12,0,4,6,0
O102645,C0270,ITEM0174,PLANT_C,2024-01-02,2024-01-12,2024-01-11,1,55,0,8.7,0.92,15,0,1,1,0
O102646,C0279,ITEM0056,PLANT_A,2024-07-26,2024-08-02,2024-07-31,3,293,530,4.5,0.85,8,0,4,7,1
O102647,C0016,ITEM0022,PLANT_A,2024-10-14,2024-10-27,2024-10-25,3,391,474,10.6,0.97,7,0,0,10,0
O102648,C0275,ITEM0122,PLANT_A,2024-12-07,2024-12-13,2024-12-14,2,8,0,6.6,1.0,3,1,5,12,0
O102649,C0362,ITEM0120,PLANT_B,2024-04-30,2024-05-07,2024-05-09,3,406,351,8.7,0.84,17,0,1,4,1
O102650,C0184,ITEM0075,PLANT_A,2024-11-17,2024-11-25,2024-11-26,1,401,449,8.7,0.79,5,0,6,11,0
O102651,C0273,ITEM0037,PLANT_C,2024-11-16,2024-11-23,2024-11-23,3,289,258,6.7,0.8,13,0,5,11,0
O102652,C0144,ITEM0170,PLANT_A,2024-12-26,2025-01-01,2025-01-01,3,474,677,6.0,0.85,16,0,3,12,1
O102653,C0136,ITEM0170,PLANT_A,2024-05-16,2024-05-23,2024-05-23,2,194,111,6.9,0.9,8,0,3,5,0
O102654,C0065,ITEM0150,PLANT_A,2024-11-06,2024-11-14,2024-11-14,2,67,211,8.4,0.77,4,0,2,11,1
O102655,C0164,ITEM0116,PLANT_A,2024-07-25,2024-08-01,2024-07-30,3,328,351,5.0,0.87,13,0,3,7,0
O102656,C0402,ITEM0053,PLANT_A,2024-01-22,2024-01-24,2024-01-27,2,305,236,4.6,0.88,7,1,0,1,0
O102657,C0468,ITEM0081,PLANT_B,2024-04-08,2024-04-17,2024-04-18,2,457,490,10.0,0.93,17,0,0,4,0
O102658,C0318,ITEM0014,PLANT_A,2024-09-02,2024-09-06,2024-09-08,2,112,0,5.5,0.95,9,0,0,9,0
O102659,C0313,ITEM0050,PLANT_B,2024-02-28,2024-03-06,2024-03-07,1,79,141,7.7,0.93,7,0,2,2,0
O102660,C0307,ITEM0091,PLANT_A,2024-06-07,2024-06-15,2024-06-14,1,339,497,6.6,1.0,14,0,4,6,0
O102661,C0238,ITEM0088,PLANT_B,2024-10-09,2024-10-15,2024-10-16,2,156,252,6.7,0.99,8,0,2,10,1
O102662,C0212,ITEM0017,PLANT_A,2024-02-24,2024-03-05,2024-03-05,3,93,0,9.9,0.92,16,1,5,2,1
O102663,C0311,ITEM0192,PLANT_B,2024-06-30,2024-07-08,2024-07-07,2,336,429,6.8,0.82,14,0,6,6,1
O102664,C0393,ITEM0054,PLANT_A,2024-03-19,2024-03-25,2024-03-25,2,93,0,6.3,0.85,17,0,1,3,1
O102665,C0207,ITEM0102,PLANT_C,2024-07-14,2024-07-21,2024-07-20,1,416,399,6.5,0.79,9,0,6,7,1
O102666,C0283,ITEM0094,PLANT_C,2024-03-28,2024-04-03,2024-04-03,1,156,273,6.0,0.91,2,1,3,3,0
O102667,C0236,ITEM0094,PLANT_C,2024-12-18,2024-12-22,2024-12-24,2,326,576,5.7,0.93,4,0,2,12,0
O102668,C0143,ITEM0170,PLANT_C,2024-01-28,2024-02-02,2024-02-03,1,289,577,6.0,0.97,1,1,6,1,1
O102669,C0146,ITEM0150,PLANT_A,2024-12-17,2024-12-28,2024-12-27,2,295,350,10.3,0.92,17,0,1,12,0
O102670,C0040,ITEM0174,PLANT_B,2024-10-16,2024-10-26,2024-10-24,2,152,58,8.4,0.98,5,0,2,10,0
O102671,C0220,ITEM0076,PLANT_A,2024-11-08,2024-11-16,2024-11-14,2,43,259,6.3,0.99,4,0,4,11,0
O102672,C0357,ITEM0054,PLANT_C,2024-11-06,2024-11-18,2024-11-15,2,320,297,9.0,0.82,12,0,2,11,0
O102673,C0343,ITEM0086,PLANT_A,2024-03-09,2024-03-14,2024-03-13,3,217,295,3.8,0.86,5,1,5,3,1
O102674,C0493,ITEM0113,PLANT_A,2024-12-05,2024-12-14,2024-12-15,1,488,387,9.8,0.9,19,0,3,12,0
O102675,C0020,ITEM0068,PLANT_B,2024-08-04,2024-08-13,2024-08-14,3,445,430,9.6,0.84,17,0,6,8,1
O102676,C0381,ITEM0093,PLANT_A,2024-12-17,2024-12-28,2024-12-28,2,38,77,11.5,0.88,9,1,1,12,1
O102677,C0398,ITEM0031,PLANT_B,2024-11-16,2024-11-24,2024-11-25,1,181,350,9.0,0.92,13,1,5,11,1
O102678,C0219,ITEM0117,PLANT_A,2024-07-30,2024-08-07,2024-08-07,2,208,457,7.9,0.89,8,0,1,7,1
O102679,C0142,ITEM0143,PLANT_B,2024-05-16,2024-05-26,2024-05-26,2,191,79,9.6,0.9,9,0,3,5,0
O102680,C0179,ITEM0106,PLANT_C,2024-02-12,2024-02-16,2024-02-18,2,361,440,5.7,0.82,10,0,0,2,0
O102681,C0342,ITEM0175,PLANT_B,2024-02-06,2024-02-14,2024-02-12,3,179,463,6.2,0.94,8,1,1,2,1
O102682,C0432,ITEM0200,PLANT_A,2024-05-22,2024-05-26,2024-05-29,3,77,0,6.9,0.93,9,0,2,5,1
O102683,C0322,ITEM0182,PLANT_A,2024-10-23,2024-11-01,2024-11-02,2,182,268,9.7,0.84,4,0,2,10,0
O102684,C0258,ITEM0019,PLANT_A,2024-07-03,2024-07-10,2024-07-08,3,393,576,5.3,0.8,13,0,2,7,1
O102685,C0327,ITEM0177,PLANT_A,2024-06-24,2024-06-30,2024-06-29,2,202,54,5.1,1.0,2,1,0,6,1
O102686,C0036,ITEM0067,PLANT_B,2024-03-30,2024-04-06,2024-04-06,1,143,277,7.5,1.0,18,0,5,3,0
O102687,C0305,ITEM0091,PLANT_A,2024-07-25,2024-08-05,2024-08-02,3,386,396,8.4,0.92,18,0,3,7,0
O102688,C0022,ITEM0083,PLANT_A,2024-08-20,2024-08-25,2024-08-26,2,33,133,5.6,0.87,4,1,1,8,1
O102689,C0480,ITEM0057,PLANT_A,2024-12-24,2024-12-29,2025-01-01,1,228,384,8.3,0.98,1,0,1,12,1
O102690,C0445,ITEM0176,PLANT_C,2024-09-23,2024-10-03,2024-10-03,1,52,0,9.7,0.94,10,0,0,9,1
O102691,C0255,ITEM0128,PLANT_A,2024-08-09,2024-08-16,2024-08-18,2,303,137,9.4,0.88,2,0,4,8,0
O102692,C0188,ITEM0194,PLANT_A,2024-11-28,2024-12-04,2024-12-06,2,450,408,7.7,0.98,8,1,3,11,1
O102693,C0367,ITEM0191,PLANT_A,2024-06-04,2024-06-12,2024-06-11,2,221,151,6.8,0.84,15,0,1,6,1
O102694,C0319,ITEM0084,PLANT_A,2024-12-07,2024-12-17,2024-12-17,2,490,434,10.5,0.84,6,1,5,12,0
O102695,C0353,ITEM0146,PLANT_C,2024-05-15,2024-05-23,2024-05-22,3,437,699,7.0,0.93,17,0,2,5,1
O102696,C0258,ITEM0101,PLANT_A,2024-02-16,2024-02-23,2024-02-25,3,364,507,8.9,0.91,1,0,4,2,1
O102697,C0119,ITEM0099,PLANT_B,2024-06-01,2024-06-13,2024-06-12,1,90,68,10.9,0.95,14,0,5,6,0
O102698,C0037,ITEM0148,PLANT_B,2024-02-16,2024-02-22,2024-02-25,1,17,119,8.7,1.0,10,0,4,2,0
O102699,C0142,ITEM0138,PLANT_C,2024-02-13,2024-02-20,2024-02-18,2,62,0,5.0,0.78,5,0,1,2,1
O102700,C0265,ITEM0183,PLANT_B,2024-11-17,2024-11-21,2024-11-22,1,174,65,4.5,0.9,9,1,6,11,0
O102701,C0213,ITEM0155,PLANT_B,2024-10-17,2024-10-26,2024-10-23,2,204,53,6.4,1.0,6,0,3,10,1
O102702,C0254,ITEM0125,PLANT_A,2024-03-21,2024-03-28,2024-03-29,2,105,118,8.4,0.85,12,0,3,3,0
O102703,C0139,ITEM0184,PLANT_A,2024-11-01,2024-11-12,2024-11-09,3,487,596,7.9,0.84,19,0,4,11,1
O102704,C0469,ITEM0021,PLANT_B,2024-01-26,2024-02-05,2024-02-06,2,371,425,11.4,0.72,10,0,4,1,1
O102705,C0184,ITEM0153,PLANT_B,2024-04-13,2024-04-18,2024-04-21,2,350,429,7.9,0.91,14,1,5,4,0
O102706,C0424,ITEM0079,PLANT_B,2024-09-14,2024-09-20,2024-09-20,2,325,206,6.3,0.95,12,1,5,9,0
O102707,C0196,ITEM0087,PLANT_A,2024-04-20,2024-04-27,2024-04-25,3,308,431,4.7,0.95,16,1,5,4,0
O102708,C0222,ITEM0157,PLANT_A,2024-09-23,2024-10-04,2024-10-02,2,441,517,9.4,0.82,11,1,0,9,0
O102709,C0302,ITEM0055,PLANT_A,2024-11-15,2024-11-24,2024-11-22,3,195,474,7.0,0.9,9,0,4,11,1
O102710,C0132,ITEM0177,PLANT_A,2024-01-25,2024-01-30,2024-01-29,3,71,0,4.0,0.92,3,1,3,1,1
O102711,C0110,ITEM0100,PLANT_A,2024-01-09,2024-01-15,2024-01-16,2,148,0,7.0,0.9,15,1,1,1,1
O102712,C0190,ITEM0070,PLANT_A,2024-12-09,2024-12-15,2024-12-14,2,115,142,5.0,0.81,18,0,0,12,1
O102713,C0403,ITEM0066,PLANT_B,2024-07-08,2024-07-14,2024-07-14,2,478,376,6.1,0.91,19,0,0,7,1
O102714,C0073,ITEM0085,PLANT_B,2024-07-03,2024-07-09,2024-07-10,2,283,170,7.0,0.83,14,1,2,7,1
O102715,C0219,ITEM0189,PLANT_B,2024-06-18,2024-06-23,2024-06-23,2,214,130,5.2,0.75,7,1,1,6,1
O102716,C0337,ITEM0021,PLANT_B,2024-06-07,2024-06-13,2024-06-13,2,13,152,6.0,0.95,14,0,4,6,1
O102717,C0354,ITEM0102,PLANT_A,2024-09-08,2024-09-16,2024-09-14,3,355,368,5.5,0.91,7,0,6,9,1
O102718,C0218,ITEM0168,PLANT_A,2024-07-30,2024-08-04,2024-08-05,1,323,560,5.6,0.95,18,0,1,7,0
O102719,C0041,ITEM0095,PLANT_B,2024-02-29,2024-03-04,2024-03-05,2,405,265,5.0,0.86,1,0,3,2,0
O102720,C0008,ITEM0114,PLANT_C,2024-08-16,2024-08-21,2024-08-22,1,66,331,6.0,0.95,18,1,4,8,0
O102721,C0235,ITEM0070,PLANT_B,2024-08-31,2024-09-08,2024-09-05,2,329,333,5.2,0.98,15,0,5,8,0
O102722,C0406,ITEM0028,PLANT_B,2024-02-11,2024-02-18,2024-02-19,2,181,247,8.2,1.0,17,0,6,2,0
O102723,C0015,ITEM0128,PLANT_B,2024-05-17,2024-05-26,2024-05-24,2,117,325,7.4,0.97,5,0,4,5,0
O102724,C0444,ITEM0184,PLANT_B,2024-10-15,2024-10-23,2024-10-24,2,112,157,9.4,0.93,10,0,1,10,0
O102725,C0338,ITEM0105,PLANT_B,2024-08-13,2024-08-25,2024-08-24,2,144,25,10.8,0.79,5,1,1,8,0
O102726,C0005,ITEM0087,PLANT_B,2024-02-19,2024-02-28,2024-02-27,2,366,286,8.4,0.89,14,1,0,2,1
O102727,C0172,ITEM0026,PLANT_A,2024-01-15,2024-01-25,2024-01-23,3,12,270,7.9,0.79,13,0,0,1,0
O102728,C0111,ITEM0189,PLANT_A,2024-07-31,2024-08-10,2024-08-08,1,473,307,8.5,0.83,14,0,2,7,1
O102729,C0475,ITEM0174,PLANT_A,2024-06-17,2024-06-25,2024-06-25,3,484,739,7.9,1.0,15,0,0,6,0
O102730,C0278,ITEM0181,PLANT_B,2024-12-16,2024-12-22,2024-12-23,2,483,620,7.1,0.82,1,1,0,12,0
O102731,C0163,ITEM0072,PLANT_B,2024-07-09,2024-07-18,2024-07-16,3,417,473,6.9,0.71,8,1,1,7,0
O102732,C0140,ITEM0126,PLANT_A,2024-12-05,2024-12-09,2024-12-10,2,162,120,5.0,0.97,5,0,3,12,0
O102733,C0282,ITEM0087,PLANT_A,2024-03-19,2024-03-24,2024-03-28,2,202,432,8.7,0.85,18,0,1,3,0
O102734,C0003,ITEM0047,PLANT_B,2024-06-12,2024-06-16,2024-06-19,1,64,0,6.9,0.96,11,0,2,6,0
O102735,C0129,ITEM0042,PLANT_A,2024-02-20,2024-02-27,2024-03-01,3,446,601,9.9,0.81,4,1,1,2,1
O102736,C0083,ITEM0077,PLANT_C,2024-07-28,2024-08-07,2024-08-06,2,385,289,8.8,0.87,8,1,6,7,0
O102737,C0311,ITEM0111,PLANT_A,2024-03-09,2024-03-18,2024-03-15,2,77,55,5.7,1.0,11,0,5,3,1
O102738,C0335,ITEM0025,PLANT_A,2024-06-28,2024-07-04,2024-07-07,3,495,326,9.5,0.79,7,1,4,6,0
O102739,C0234,ITEM0141,PLANT_A,2024-05-05,2024-05-06,2024-05-07,2,21,101,1.9,0.89,12,0,6,5,0
O102740,C0071,ITEM0092,PLANT_A,2024-03-08,2024-03-19,2024-03-19,2,383,256,10.9,0.92,15,0,4,3,0
O102741,C0186,ITEM0177,PLANT_A,2024-02-05,2024-02-12,2024-02-09,3,68,0,4.3,0.84,12,0,0,2,1
O102742,C0422,ITEM0056,PLANT_A,2024-07-05,2024-07-12,2024-07-13,1,375,339,8.0,0.92,11,0,4,7,0
O102743,C0102,ITEM0011,PLANT_A,2024-12-11,2024-12-20,2024-12-19,3,441,488,7.9,0.9,13,0,2,12,0
O102744,C0082,ITEM0063,PLANT_A,2024-03-13,2024-03-22,2024-03-22,3,475,747,9.2,0.94,6,0,2,3,1
O102745,C0056,ITEM0195,PLANT_B,2024-05-27,2024-06-06,2024-06-02,3,81,295,6.3,1.0,13,1,0,5,1
O102746,C0409,ITEM0065,PLANT_A,2024-03-22,2024-03-25,2024-03-25,3,83,83,2.7,1.0,1,1,4,3,1
O102747,C0060,ITEM0141,PLANT_A,2024-10-22,2024-10-29,2024-10-28,2,34,126,6.3,0.94,16,1,1,10,0
O102748,C0291,ITEM0169,PLANT_A,2024-05-31,2024-06-07,2024-06-07,2,411,596,6.6,0.89,8,0,4,5,0
O102749,C0500,ITEM0057,PLANT_C,2024-12-21,2024-12-23,2024-12-24,1,93,84,2.9,0.94,16,0,5,12,1
O102750,C0321,ITEM0129,PLANT_B,2024-03-30,2024-04-08,2024-04-06,3,195,378,7.1,0.88,5,0,5,3,0
O102751,C0207,ITEM0041,PLANT_C,2024-01-30,2024-02-02,2024-02-04,1,208,339,4.8,0.77,19,0,1,1,0
O102752,C0104,ITEM0073,PLANT_C,2024-07-31,2024-08-05,2024-08-08,3,176,327,8.3,0.9,10,1,2,7,0
O102753,C0001,ITEM0060,PLANT_A,2024-08-25,2024-08-31,2024-09-01,2,248,536,6.5,0.99,18,0,6,8,1
O102754,C0078,ITEM0135,PLANT_B,2024-12-27,2025-01-08,2025-01-07,1,175,163,10.9,0.78,6,0,4,12,1
O102755,C0477,ITEM0176,PLANT_A,2024-11-14,2024-11-20,2024-11-20,1,118,0,6.5,0.82,10,1,3,11,1
O102756,C0072,ITEM0051,PLANT_C,2024-11-18,2024-11-26,2024-11-26,3,194,262,7.9,0.85,14,1,0,11,1
O102757,C0010,ITEM0059,PLANT_A,2024-08-19,2024-08-24,2024-08-26,1,403,368,6.6,0.93,14,0,0,8,0
